Transport,route_name,route_link,Date,busname,bustype,departing_time,duration,bp_time,star_rating,price,seats_available
HRTC,Manali to Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla,2024-07-23,HRTC - 155,Himsuta AC Seater Volvo/Scania 2+2,21:00,09h 10m,06:10,3.7,INR 963,29 Seats available
HRTC,Manali to Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla,2024-07-23,HRTC - 718,Ordinary 3+2 Non AC Seater,21:30,07h 00m,04:30,2.9,INR 583,34 Seats available
HRTC,Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,2024-07-23,HRTC - 1134,Himmani Deluxe 2+2 Non AC Seater,17:30,12h 10m,05:40,3.3,INR 782,24 Seats available
HRTC,Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,2024-07-23,HRTC - 1106,Ordinary 3+2 Non AC Seater,18:10,12h 20m,06:30,4.2,INR 743,21 Seats available
HRTC,Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,2024-07-23,HRTC - 951,Ordinary 3+2 Non AC Seater,18:12,12h 33m,06:45,4.0,INR 716,37 Seats available
HRTC,Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,2024-07-23,HRTC - 79,Himsuta AC Seater Volvo/Scania 2+2,18:40,12h 20m,07:00,4.2,INR 1342,4 Seats available
HRTC,Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,2024-07-23,,,,,,,,
HRTC,Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,2024-07-23,,,,,,,,
HRTC,Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,2024-07-23,,,,,,,,
HRTC,Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,2024-07-23,,,,,,,,
HRTC,Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,2024-07-23,,,,,,,,
HRTC,Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,2024-07-23,,,,,,,,
HRTC,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,2024-07-23,HRTC - 1507,Ordinary 3+2 Non AC Seater,18:40,07h 10m,01:50,3.9,INR 473,37 Seats available
HRTC,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,2024-07-23,HRTC - 58,Himsuta AC Seater Volvo/Scania 2+2,19:30,08h 30m,04:00,3.9,INR 830,34 Seats available
HRTC,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,2024-07-23,HRTC - 1532,Ordinary 3+2 Non AC Seater,20:20,08h 40m,05:00,3.9,INR 451,37 Seats available
HRTC,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,2024-07-23,HRTC - 1286,Ordinary 3+2 Non AC Seater,21:05,07h 55m,05:00,3.9,INR 486,37 Seats available
HRTC,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,2024-07-23,HRTC - 1522,,22:00,07h 00m,05:00,4.1,INR 775,
HRTC,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,2024-07-23,,,,,,,,
HRTC,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,2024-07-23,,,,,,,,
HRTC,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,2024-07-23,,,,,,,,
HRTC,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,2024-07-23,,,,,,,,
HRTC,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,2024-07-23,,,,,,,,
HRTC,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,2024-07-23,HRTC - 653,A/C Executive (2+3),17:05,05h 45m,22:50,3.9,INR 415,44 Seats available
HRTC,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,2024-07-23,HRTC - 1104,Ordinary 3+2 Non AC Seater,17:20,07h 00m,00:20,3.9,INR 365,34 Seats available
HRTC,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,2024-07-23,HRTC - 1109,Ordinary 3+2 Non AC Seater,17:50,06h 30m,00:20,2.2,INR 391,34 Seats available
HRTC,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,2024-07-23,HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,18:30,05h 35m,00:05,3.9,INR 655,34 Seats available
HRTC,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,2024-07-23,HRTC - 801,Ordinary 3+2 Non AC Seater,16:45,07h 30m,00:15,3.9,INR 462,37 Seats available
HRTC,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,2024-07-23,HRTC - 776,Ordinary 3+2 Non AC Seater,17:00,06h 30m,23:30,3.9,INR 477,36 Seats available
HRTC,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,2024-07-23,HRTC - 11,Himsuta AC Seater Volvo/Scania 2+2,17:30,06h 31m,00:01,3.9,INR 775,31 Seats available
HRTC,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,2024-07-23,HRTC - 49,Himsuta AC Seater Volvo/Scania 2+2,18:00,08h 00m,02:00,3.3,INR 793,32 Seats available
HRTC,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Delhi to Kangra,https://www.redbus.in/bus-tickets/delhi-to-kangra,2024-07-23,HRTC - 528,A/C Executive (2+3),17:31,11h 39m,05:10,3.0,INR 780,43 Seats available
HRTC,Delhi to Kangra,https://www.redbus.in/bus-tickets/delhi-to-kangra,2024-07-23,HRTC - 593,Himmani Deluxe 2+2 Non AC Seater,18:20,10h 10m,04:30,4.3,INR 688,26 Seats available
HRTC,Delhi to Kangra,https://www.redbus.in/bus-tickets/delhi-to-kangra,2024-07-23,HRTC - 539,Himmani Deluxe 2+2 Non AC Seater,18:50,11h 10m,06:00,4.0,INR 709,27 Seats available
HRTC,Delhi to Kangra,https://www.redbus.in/bus-tickets/delhi-to-kangra,2024-07-23,,,,,,,,
HRTC,Delhi to Kangra,https://www.redbus.in/bus-tickets/delhi-to-kangra,2024-07-23,,,,,,,,
HRTC,Delhi to Kangra,https://www.redbus.in/bus-tickets/delhi-to-kangra,2024-07-23,,,,,,,,
HRTC,Delhi to Kangra,https://www.redbus.in/bus-tickets/delhi-to-kangra,2024-07-23,,,,,,,,
HRTC,Delhi to Kangra,https://www.redbus.in/bus-tickets/delhi-to-kangra,2024-07-23,,,,,,,,
HRTC,Delhi to Kangra,https://www.redbus.in/bus-tickets/delhi-to-kangra,2024-07-23,,,,,,,,
HRTC,Delhi to Kangra,https://www.redbus.in/bus-tickets/delhi-to-kangra,2024-07-23,,,,,,,,
HRTC,Chamba (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,2024-07-23,HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,15h 20m,09:00,3.9,INR 1589,8 Seats available
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-23,HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,17:15,06h 50m,00:05,4.0,INR 796,24 Seats available
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-23,HRTC - 1134,Himmani Deluxe 2+2 Non AC Seater,17:30,07h 10m,00:40,3.9,INR 502,10 Seats available
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-23,HRTC - 1106,Ordinary 3+2 Non AC Seater,18:10,08h 05m,02:15,3.9,INR 478,18 Seats available
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-23,HRTC - 951,Ordinary 3+2 Non AC Seater,18:12,06h 33m,00:45,3.9,INR 451,33 Seats available
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-23,HRTC - 622,,18:20,08h 10m,02:30,3.9,INR 484,
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,2024-07-23,,,,,,,,
HRTC,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,2024-07-23,HRTC - 1553,Ordinary 3+2 Non AC Seater,16:40,04h 09m,20:49,3.9,INR 237,47 Seats available
HRTC,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,2024-07-23,HRTC - 515,Ordinary 3+2 Non AC Seater,17:30,05h 20m,22:50,3.9,INR 237,37 Seats available
HRTC,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,2024-07-23,HRTC - 1509,Ordinary 3+2 Non AC Seater,18:00,04h 30m,22:30,3.9,INR 242,29 Seats available
HRTC,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,2024-07-23,HRTC - 63,Himsuta AC Seater Volvo/Scania 2+2,18:10,04h 20m,22:30,4.0,INR 384,34 Seats available
HRTC,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,2024-07-23,,,,,,,,
HRTC,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,2024-07-23,,,,,,,,
HRTC,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,2024-07-23,,,,,,,,
HRTC,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,2024-07-23,,,,,,,,
HRTC,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,2024-07-23,,,,,,,,
HRTC,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,2024-07-23,HRTC - 1533,Himsuta AC Seater Volvo/Scania 2+2,17:25,06h 05m,23:30,3.9,INR 650,34 Seats available
HRTC,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,2024-07-23,HRTC - 1285,Ordinary 3+2 Non AC Seater,18:40,06h 50m,01:30,3.9,INR 367,36 Seats available
HRTC,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,2024-07-23,HRTC - 1505,Ordinary 3+2 Non AC Seater,20:16,06h 09m,02:25,3.9,INR 365,37 Seats available
HRTC,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,2024-07-23,HRTC - 1150,Ordinary 3+2 Non AC Seater,20:30,06h 55m,03:25,3.9,INR 371,37 Seats available
HRTC,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,2024-07-23,,,,,,,,
HRTC,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,2024-07-23,,,,,,,,
HRTC,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,2024-07-23,,,,,,,,
HRTC,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,2024-07-23,,,,,,,,
HRTC,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,2024-07-23,HRTC - 568,Ordinary 3+2 Non AC Seater,21:30,09h 45m,07:15,2.5,INR 332,39 Seats available
HRTC,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,2024-07-23,HRTC - 580,Ordinary 3+2 Non AC Seater,22:45,07h 15m,06:00,4.5,INR 332,37 Seats available
HRTC,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,2024-07-23,HRTC - 576,Himsuta AC Seater Volvo/Scania 2+2,23:20,06h 40m,06:00,3.7,INR 632,28 Seats available
HRTC,Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,2024-07-23,HRTC - 6709,Ordinary 3+2 Non AC Seater,19:30,06h 15m,01:45,3.9,INR 310,35 Seats available
HRTC,Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,2024-07-23,HRTC - 843,Ordinary 3+2 Non AC Seater,20:30,07h 30m,04:00,3.6,INR 310,34 Seats available
HRTC,Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,2024-07-23,HRTC - 6639,Himsuta AC Seater Volvo/Scania 2+2,20:45,06h 45m,03:30,3.5,INR 588,28 Seats available
HRTC,Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,2024-07-23,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:30,07h 45m,02:15,3.5,924,35 Seats available
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-23,HRTC - 653,A/C Executive (2+3),17:05,12h 25m,05:30,2.4,INR 780,42 Seats available
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-23,HRTC - 1104,Ordinary 3+2 Non AC Seater,17:20,12h 10m,05:30,3.7,INR 630,37 Seats available
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-23,HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,18:30,10h 45m,05:15,4.5,INR 1158,34 Seats available
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-23,,,,,,,,
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-23,,,,,,,,
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-23,,,,,,,,
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-23,,,,,,,,
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-23,,,,,,,,
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-23,,,,,,,,
HRTC,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,2024-07-23,,,,,,,,
HRTC,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,2024-07-23,HRTC - 680,Ordinary 3+2 Non AC Seater,18:18,10h 12m,04:30,4.3,INR 485,29 Seats available
HRTC,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,2024-07-23,HRTC - 763,Ordinary 3+2 Non AC Seater,19:40,09h 20m,05:00,4.5,INR 463,37 Seats available
HRTC,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,2024-07-23,HRTC - 700,Himsuta AC Seater Volvo/Scania 2+2,20:00,08h 30m,04:30,4.5,INR 912,5 Seats available
HRTC,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,2024-07-23,HRTC - 651,Ordinary 3+2 Non AC Seater,20:14,08h 16m,04:30,4.3,INR 463,33 Seats available
HRTC,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,2024-07-23,HRTC - 750,A/C Executive (2+3),20:30,09h 30m,06:00,3.4,INR 600,20 Seats available
HRTC,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,2024-07-23,HRTC - 534,Ordinary 3+2 Non AC Seater,18:05,11h 15m,05:20,4.5,INR 612,37 Seats available
HRTC,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,2024-07-23,HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,08h 56m,04:10,3.8,INR 575,34 Seats available
HRTC,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,2024-07-23,HRTC - 549,A/C Executive (2+3),19:25,11h 20m,06:45,2.7,INR 701,44 Seats available
HRTC,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,2024-07-23,HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,10h 55m,07:10,3.8,INR 575,36 Seats available
HRTC,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,2024-07-23,HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,10h 05m,06:40,4.1,INR 1078,15 Seats available
UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,2024-07-23,UPSRTC - RKD0130,Janrath AC Seater 2+3,17:31,05h 00m,22:31,2.4,INR 520,48 Seats available
UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,2024-07-23,UPSRTC - BLY0111,Janrath AC Seater 2+2,19:01,04h 44m,23:45,3.2,INR 598,36 Seats available
UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,2024-07-23,UPSRTC - HDD0063,Ordinary Non AC Seater 2+3,19:39,05h 24m,01:03,3.3,INR 415,52 Seats available
UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,2024-07-23,,,,,,,,
UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,2024-07-23,,,,,,,,
UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,2024-07-23,,,,,,,,
UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,2024-07-23,,,,,,,,
UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,2024-07-23,,,,,,,,
UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,2024-07-23,UPSRTC - BDV0092,Ordinary Non AC Seater 2+3,17:59,03h 19m,21:18,3.3,INR 203,52 Seats available
UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,2024-07-23,UPSRTC - BDV0096,Ordinary Non AC Seater 2+3,18:29,03h 20m,21:49,3.3,INR 203,52 Seats available
UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2024-07-23,UPSRTC - BRT0036,Ordinary Non AC Seater 2+3,17:00,07h 10m,00:10,3.3,INR 449,52 Seats available
UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,2024-07-23,UPSRTC - BLY0148,Rajdhani Non AC Seater 2+3,17:00,05h 00m,22:00,3.3,INR 448,52 Seats available
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,2024-07-23,UPSRTC - BSR0059,Ordinary Non AC Seater 2+3,18:32,07h 28m,02:00,3.3,INR 485,51 Seats available
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,2024-07-23,UPSRTC - HDD0064,Ordinary Non AC Seater 2+3,19:09,09h 02m,04:11,3.3,INR 512,52 Seats available
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,2024-07-23,UPSRTC - FKP0027,Janrath AC Seater 2+2,20:00,08h 55m,04:55,1.2,INR 710,35 Seats available
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,2024-07-23,UPSRTC - SBD0106,Janrath AC Seater 2+2,20:31,08h 29m,05:00,3.4,INR 710,30 Seats available
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,2024-07-23,,,,,,,,
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,2024-07-23,,,,,,,,
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,2024-07-23,,,,,,,,
UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,2024-07-23,,,,,,,,
UPSRTC,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,2024-07-23,UPSRTC - BDN0022,Ordinary Non AC Seater 2+3,20:00,06h 00m,02:00,3.3,INR 403,52 Seats available
UPSRTC,Badaun to Delhi,https://www.redbus.in/bus-tickets/badaun-to-delhi,2024-07-23,UPSRTC - KSB0004,Shatabdi AC Seater 2+2,23:00,06h 00m,05:00,3.3,INR 505,26 Seats available
UPSRTC,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,2024-07-23,UPSRTC - PYD0139,Janrath AC Seater 2+3,17:00,04h 30m,21:30,3.3,INR 396,48 Seats available
UPSRTC,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,2024-07-23,UPSRTC - PYD0155,Janrath AC Seater 2+3,18:01,04h 30m,22:31,3.0,INR 396,48 Seats available
UPSRTC,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,2024-07-23,UPSRTC - ALM0017,Volvo AC Seater 2+2,18:30,04h 30m,23:00,2.4,INR 658,39 Seats available
UPSRTC,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,2024-07-23,,,,,,,,
UPSRTC,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,2024-07-23,,,,,,,,
UPSRTC,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,2024-07-23,,,,,,,,
UPSRTC,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,2024-07-23,,,,,,,,
UPSRTC,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,2024-07-23,,,,,,,,
UPSRTC,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,2024-07-23,UPSRTC - STD0022,Janrath AC Seater 2+2,17:00,08h 20m,01:20,3.3,INR 690,36 Seats available
UPSRTC,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,2024-07-23,UPSRTC - CNT0037,Ordinary Non AC Seater 2+3,18:30,07h 00m,01:30,3.3,INR 475,51 Seats available
UPSRTC,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,2024-07-23,UPSRTC - CHL0019,Ordinary Non AC Seater 2+3,19:00,06h 45m,01:45,3.3,INR 475,52 Seats available
UPSRTC,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,2024-07-23,UPSRTC - CNT0039,Ordinary Non AC Seater 2+3,19:30,07h 00m,02:30,3.3,INR 475,51 Seats available
UPSRTC,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,2024-07-23,,,,,,,,
UPSRTC,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,2024-07-23,,,,,,,,
UPSRTC,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,2024-07-23,,,,,,,,
UPSRTC,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,2024-07-23,,,,,,,,
UPSRTC,Lucknow to Varanasi,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,2024-07-23,,,,,,,,
UPSRTC,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,2024-07-23,UPSRTC - BDN0044,Ordinary Non AC Seater 2+3,19:00,06h 30m,01:30,3.3,INR 411,52 Seats available
UPSRTC,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,2024-07-23,UPSRTC - BDN0046,Ordinary Non AC Seater 2+3,21:00,06h 30m,03:30,3.3,INR 411,52 Seats available
UPSRTC,Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,2024-07-23,UPSRTC - KSB0005,Shatabdi AC Seater 2+2,23:00,06h 00m,05:00,2.4,INR 505,34 Seats available
UPSRTC,Agra to Bareilly,https://www.redbus.in/bus-tickets/agra-to-bareilly,2024-07-23,UPSRTC - BLY0134,Janrath AC Seater 2+2,23:05,05h 55m,05:00,3.5,INR 486,34 Seats available
UPSRTC,Allahabad to Lucknow,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,2024-07-23,UPSRTC - ALM0125,Shatabdi AC Seater 2+2,16:50,05h 40m,22:30,3.3,INR 458,36 Seats available
